Company,Total Complaints,Average Severity
"First Direct Lending, LLC",33,1.1818181818181819
"PROFICIO MORTGAGE VENTURES, LLC",33,1.2121212121212122
"EMG ACQUISITION GROUP, LLC",33,1.2424242424242424
Justice Finance Company,33,1.303030303030303
Clearview Resolution Services,33,1.3333333333333333
"Tebo Financial Services, Inc.",33,1.3333333333333333
"Intermex Wire Transfer, LLC",33,1.393939393939394
Greystone Alliance LLC,33,1.4242424242424243
Greentree & Associates,33,1.9090909090909092
"Bristlecone, Inc.",33,1.9393939393939394
A-L FINANCIAL CORP,32,1.0
"AAS Debt Recovery, Inc.",32,1.0
Cordoza & Wexler Recovery Services,32,1.0
"Credit Service, Inc",32,1.0
"Mark A. Kirkorsky, PC",32,1.0
"Modlin Slinsky, P.A.",32,1.0
"WESTERN CONTROL SERVICES, INC.",32,1.0
Brown’s New Credit Bureau Inc.,32,1.03125
"Mitchell Rubenstein & Associates, P.C.",32,1.03125
Accounts Receivable Consultants Inc.,32,1.0625
TOTAL MORTGAGE SERVICES LLC,32,1.0625
Partners for Payment Relief,32,1.09375
The Law Office of Daniel Slane,32,1.09375
Unified Global Group,32,1.15625
"Money Management International, Inc.",32,1.1875
"One Technologies, LP",32,1.1875
"MORTGAGE CENTER, LC",32,1.28125
CONTOUR MORTGAGE CORPORATION,32,1.34375
Wakpamni Lake Community Corporation,32,1.34375
Pathfinder Credit Services,32,1.40625
"West Bay Acquisitions, LLC",32,1.5625
La Casa Bonita Investments,32,1.75
"Select Financial Services, Inc.",32,2.0
"Access Capital Services, Inc.",31,1.0
"GUARDIAN CAPITAL MANAGEMENT HAWAII, LLC",31,1.0
"Madison Management Services, LLC",31,1.0
Patrick K Willis Company Inc,31,1.0
"Troy Capital, LLC",31,1.032258064516129
Controlled Credit Corporation,31,1.064516129032258
"New Century Auto Sales, Inc.",31,1.064516129032258
TH Professional & Medical Collections LTD,31,1.064516129032258
"Uptain Group, Inc.",31,1.064516129032258
Kentucky Housing Corporation,31,1.096774193548387
"AMERIFIRST FINANCIAL, INC.",31,1.1290322580645162
Helm Associates,31,1.1290322580645162
Schreiber Law LLC,31,1.1290322580645162
"Slovin & Associates Co., LPA",31,1.1290322580645162
First Choice Assets LLC.,31,1.1935483870967742
WINNPOINTE CORPORATION,31,1.2903225806451613
Zip Co US Inc.,31,1.2903225806451613
Rapid Auto Loans LLC,31,1.3870967741935485
NORTHWAY BROKER LTD.,31,1.5806451612903225
"Uetsa Tsakits, Inc. d/b/a MaxLend",31,2.0
All Debt Solutions Inc. dba: 1st Class Agency,30,1.0
"Branch Messenger, Inc.",30,1.0
"Genesys National Recovery, Inc.",30,1.0
"Law Offices of Marvin S. C. Dang, LLC",30,1.0
Pacific Retrieval LLC,30,1.0
"R & R Collection Service, Inc.",30,1.0
"United We Collect, Inc.",30,1.0
"Valon Technologies, Inc.",30,1.0
"NCD Financial, LLC",30,1.0333333333333334
Rocky Mountain Capital Management,30,1.0333333333333334
"Access Credit Management, Inc.",30,1.0666666666666667
"Ashton & Weinberg, Inc.",30,1.0666666666666667
FastBucks,30,1.0666666666666667
American Finance LLC,30,1.1
"Financial Asset Management, Inc.",30,1.1
"Law Office of James R. Vaughan, P.C.",30,1.1
"Financial Freedom Mortgage, LLC",30,1.1333333333333333
"Smith, Cohen & Rosenberg LLC",30,1.1666666666666667
Round Two Recovery,30,1.2
"Global Equity Finance, Inc.",30,1.2333333333333334
LEADER ONE FINANCIAL CORPORATION,30,1.2333333333333334
"Syncapay, Inc",30,1.2666666666666666
"Executive Credit Management, Inc",30,1.3
NATIONS RELIABLE LENDING LLC,30,1.3
Federated Law Group,30,1.3666666666666667
"Richard J. Boudreau & Associates, LLC",30,1.4666666666666666
Castle and Cookie Mortgage LLC,30,1.5
Reliance Exchange Group,30,1.6333333333333333
KP ASSET CONSULTING LLC,30,1.6666666666666667
Pacific Rim Alliance Corporation,30,1.7
"Rubin & Debski, P.A.",30,1.7
BOC LLC,30,2.0
"Bryant, Hodge & Associates LLC",30,2.0
Credit Solutions,30,2.0
"Legal Prevention Services, LLC.",30,2.0
NPS GROUP,30,2.0
"AUSSRQ Holdings, LLC",29,1.0
"Advanced Call Center Technologies, LLC",29,1.0
"Alliance CAS, LLC",29,1.0
"CAPITAL RESOURCE MANAGEMENT, INC.",29,1.0
Dunlap Gardiner LLP,29,1.0
"Emerald AR Systems, LLC",29,1.0
"Emmett L. Goodman, Jr., LLC",29,1.0
"Lotane & Associates, P.A.",29,1.0
Massachusetts Housing Finance Agency (MassHousing),29,1.0
"McCarthy & Holthus, LLP",29,1.0
"Douglas, Chancellor, Meyers and Associates, LLC",29,1.0344827586206897
PRANCER CAPITAL CORP,29,1.0344827586206897
Ygrene Energy Fund Inc.,29,1.0344827586206897
"Butler and Associates, PA",29,1.0689655172413792
"CERTIFIED COLLECTORS, INC.",29,1.0689655172413792
"Hello Digit, LLC",29,1.0689655172413792
J&L Collection Services,29,1.0689655172413792
"New Hampshire Northeast Credit Services, Inc.",29,1.0689655172413792
The Collection Connection,29,1.0689655172413792
HIGHLANDS RESIDENTIAL MORTGAGE,29,1.103448275862069
RESIDENTIAL HOME FUNDING CORP.,29,1.103448275862069
Peoples Commerce Inc,29,1.1379310344827587
College Loan Corporation,29,1.1724137931034482
"NATIONWIDE MORTGAGE BANKERS, INC.",29,1.1724137931034482
Podium Mortgage Capital LLC,29,1.1724137931034482
"RCS Recovery Services, LLC",29,1.206896551724138
"G&P Enterprises, LLC",29,1.2413793103448276
"Account Recovery Services, Inc.",29,1.3103448275862069
"Collection Professionals, Inc. (Macomb, IL)",29,1.3103448275862069
"Sokaogon Finance, Inc.",29,1.3103448275862069
4 Star Resolution LLC (Closed),29,1.5172413793103448
Rocky Mountain Recovery Group,29,1.7241379310344827
"Core Advisory Group, LLC",29,1.8620689655172413
"Alliance Asset Management, Inc (Closed)",28,1.0
BELMONT FINANCE LLC,28,1.0
Collection Bureau of Walla Walla,28,1.0
PRONTO FINANCE INC.,28,1.0
"PayActiv, Inc.",28,1.0
"Pintor Partners, LP",28,1.0
Reel Time Capital LLC,28,1.0
"Relin, Goldstein & Crane, LLP",28,1.0
"Rock Creek Capital, LLC",28,1.0
Sound Collection Services,28,1.0
Cheadle Law Firm,28,1.0357142857142858
"Dakota Financial, LLC",28,1.0357142857142858
"BILL.COM, LLC",28,1.0714285714285714
Law Office of Linda Strumpf,28,1.0714285714285714
Ascension Recovery Management,28,1.1071428571428572
"Phoenix Health Care Management Services, Inc.",28,1.1071428571428572
FIRST UNITED BANK AND TRUST COMPANY,28,1.1428571428571428
"TradeStation Group, Inc.",28,1.1428571428571428
"MEDCAH, Inc.",28,1.1785714285714286
Revolution Financial Inc.,28,1.1785714285714286
"Walter Lee & Associates, LLC",28,1.1785714285714286
"Valley Credit Service, Inc. (OR)",28,1.25
"Triton Management Group, Inc",28,1.2857142857142858
"Veldos, LLC",28,1.2857142857142858
COMPUTER SCIENCES CORPORATION,28,1.4285714285714286
Niagara Restitution Service Inc,28,1.4285714285714286
"Prizm Financial Company, LLC",28,1.4285714285714286
"Sterling & Associates, LLC",28,1.6785714285714286
BUCKEYE FINANCIAL SERVICES OF ALLIANCE INC.,28,2.0
CONST LLC,28,2.0
American Credit Financial,27,1.0
"Child Support Recovery Services, Inc.",27,1.0
"Darnel Quick Recovery, Inc.",27,1.0
"EQUITY RESOURCES, INCORPORATED",27,1.0
Improved Data Services LLC,27,1.0
"Michael & Associates, PC",27,1.0
National Default Servicing Corporation,27,1.0
Olympic Collection Inc.,27,1.0
Ralis Services Corporation,27,1.0
Time Investment Corporation,27,1.0
"Century Credit & Collections, LLC",27,1.037037037037037
"First Service Residential, Nevada, LLC",27,1.037037037037037
"Lynx Asset Services, LLC",27,1.037037037037037
"Miller and Steeno, P.C.",27,1.037037037037037
"R J Baucum Enterprises, Inc.",27,1.037037037037037
"Delmarva Collections, Inc.",27,1.0740740740740742
West Realm Shires Services Inc.,27,1.0740740740740742
Home Servicing LLC,27,1.1111111111111112
AMERICAN EQUITY MORTGAGE,27,1.1481481481481481
"Acquired Assets, Ltd.",27,1.1481481481481481
Global United Arbitration LLC,27,1.1481481481481481
"Health Services Asset Management, LLC.",27,1.1481481481481481
"Law Office of Joe Pezzuto, LLC",27,1.1851851851851851
"Protocol Recovery Service, Inc.",27,1.1851851851851851
"Student Loan Care, LLC",27,1.1851851851851851
"NETWORK FUNDING, L.P.",27,1.2592592592592593
TOWNEBANK,27,1.2592592592592593
"APPLE RECOVERY, LLC",27,1.2962962962962963
STUDENT ASSISTANCE FOUNDATION,27,1.4444444444444444
M.L. Zager P.C.,27,1.4814814814814814
Nationwide Arbitration Services LLC,27,1.5185185185185186
Astra Business Services,27,1.8518518518518519
"Portfolio America Asset Management, LLC",27,1.962962962962963
Prudent Law Group,27,1.962962962962963
"Dealer Funding, LLC",27,2.0
ASG Solutions LLC,26,1.0
"Auto Advantage Finance, LLC",26,1.0
Bankers Auto Acceptance,26,1.0
"Certified Bureau of the South, Inc",26,1.0
"Feldman & Stern, LLC",26,1.0
GENTRY FINANCE CORPORATION,26,1.0
"Insight Management Partners, LLC",26,1.0
"Lil' Wave Financial, Inc.",26,1.0
Middle Georgia Management Services,26,1.0
"PARSON BISHOP SERVICES, INC",26,1.0
PENNSYLVANIA HOUSING FINANCE AGENCY,26,1.0
"RAB PERFORMANCE RECOVERIES, LLC",26,1.0
Webster Account Solutions LLC,26,1.0
"A-1 Premium Acceptance, Inc.",26,1.0384615384615385
"BLINCLOANS, INC.",26,1.0384615384615385
Foreman Financial Inc.,26,1.0384615384615385
"Meyer & Njus, P.A.",26,1.0384615384615385
"Thomas, King & Associates",26,1.0384615384615385
"William C. Grossman Law, PLLC.",26,1.0384615384615385
Argon Credit,26,1.0769230769230769
"James E. Albertelli, P.A., a Florida professional association",26,1.0769230769230769
"Roach & Murtha, P.C.",26,1.0769230769230769
"The LGM Co., Inc.",26,1.0769230769230769
ACOPIA CAPITAL GROUP,26,1.1153846153846154
"FIDELIS RECOVERY MANAGEMENT, LLC",26,1.1153846153846154
"Professional Choice Recovery, Inc.",26,1.1153846153846154
Trust Financial LLC,26,1.1153846153846154
"Western Mercantile Agency, Inc",26,1.1153846153846154
FIRST MORTGAGE COMPANY,26,1.1538461538461537
"Maximum Title Loans, LLC",26,1.1538461538461537
"SAMC Honebee TRS, LLC",26,1.1538461538461537
"Affiliated Creditors, Inc.",26,1.1923076923076923
BONDED ADJUSTMENT COMPANY,26,1.1923076923076923
"Credit Resolutions, LLC",26,1.1923076923076923
NJ LENDERS CORP,26,1.1923076923076923
"Peoples Home Equity, Inc.",26,1.1923076923076923
"Shapiro, DiCaro & Barak, LLC",26,1.1923076923076923
Plastiq Inc.,26,1.2307692307692308
"BREMER BANK, NATIONAL ASSOCIATION",26,1.2692307692307692
"Brightwater Capital, LLC",26,1.2692307692307692
FIRST CHOICE LOAN SERVICES INC.,26,1.2692307692307692
"Specified Credit Association, Inc.",26,1.2692307692307692
C B Merchant Services,26,1.3461538461538463
W.J. BRADLEY MORTGAGE CAPITAL,26,1.3461538461538463
Resource Management Group,26,1.3846153846153846
Creditors Specialty Service Inc,26,1.4230769230769231
Higher Level Processing,26,1.4230769230769231
"Genuine Debt Solutions, LLC.",26,1.4615384615384615
"Thrivepoint Financial Holdings, Inc.",26,1.5
"PMT Solutions, LLC.",26,1.6153846153846154
"Receivables Management Group, Inc. (MN)",26,1.6153846153846154
"Creditrepair.com, Inc.",26,1.6538461538461537
Universal Payment Corporation,26,1.8846153846153846
Cohen & Associates,26,1.9230769230769231
"The Schreiber Law Firm, PLLC",26,1.9230769230769231
ALAMEDA MORTGAGE CORPORATION,25,1.0
"Abrahamsen Ratchford, P.C",25,1.0
"CBA of GA, Inc.",25,1.0
"CHECKredi of Kentucky, LLC",25,1.0
"KAHRS LAW OFFICES, PA",25,1.0
Omnipoint Capital,25,1.0
STATE BANK OF INDIA - NEW YORK BRANCH,25,1.0
"Sprechman & Associates, P.A.",25,1.0
Consumer Real Estate Finance Co.,25,1.04
Credit Bureau Services of Iowa Inc.,25,1.04
"International Recovery Associates, Inc.",25,1.04
"Lima One Capital, LLC",25,1.04
Michael Wayne Investment,25,1.04
"PASCO, Inc",25,1.04
"Scratch Financial, Inc.",25,1.04
"Capital Recovery Systems, Inc.",25,1.08
M&S Recovery Solutions,25,1.08
MCMC Auto LTD,25,1.08
"Stephen L. Bruce, P.C.",25,1.08
COASTAL STATES MORTGAGE CORPORATION,25,1.16
Collection Center Inc,25,1.16
"Celebrity Financial, Inc.",25,1.2
"DailyPay, Inc",25,1.2
"Norwich Commercial Group, Inc.",25,1.2
Sterling Credit Corp.,25,1.2
Credible Labs Inc.,25,1.24
ASPIRE FINANCIAL INC.,25,1.28
"DMB Financial, LLC",25,1.36
"Total Customer Service, Inc.",25,1.4
Spring Equity LLC,25,1.44
Flagship Financial Group,25,1.52
Federated Capital Corporation,25,1.6
"Rhojo Enterprises, LLC",25,1.64
"National Budget Planners of South Florida, Inc",25,1.76
P&L Acquisitions LLC,25,1.84
"Internal Check Systems, LLC",25,2.0
A & E Futures LLC,24,1.0
"Bison Recovery Group, Inc.",24,1.0
Credova Holdings Inc,24,1.0
Creekside Recovery And Capital Management,24,1.0
"MSCB, Inc.",24,1.0
Professional Service Bureau,24,1.0
RR Resource-Recovery,24,1.0
"Steel River Systems, LLC",24,1.0
Titanium Funds,24,1.0
Brinkman Alliance Group,24,1.0416666666666667
The Law Office of Edwin B. Parry,24,1.0416666666666667
"Borenstein & Associates, LLC",24,1.0833333333333333
GOLDEN EMPIRE MORTGAGE INCORPORATED,24,1.0833333333333333
MORTGAGE CLEARING CORPORATION,24,1.0833333333333333
NorthStar Technologies,24,1.0833333333333333
"Silverman Theologou, LLP",24,1.0833333333333333
"1ST ALLIANCE LENDING, LLC",24,1.125
Accelerated Receivables Solutions,24,1.125
"Credit Bureau Central, Inc (NV)",24,1.1666666666666667
"Fairway Collections, LLC",24,1.1666666666666667
NOVA Financial & Investment Corporation,24,1.1666666666666667
"Northern Alliance Management, LLC",24,1.1666666666666667
Leaders Financial Company,24,1.2083333333333333
"Federal Cash Advance, LLC of Oklahoma",24,1.25
American Credit Adjusters,24,1.2916666666666667
"FirstKey Holdings, LLC",24,1.3333333333333333
Cade Investments LLC,24,1.375
"Cash Time Title Loans, Inc.",24,1.375
TapTap Send Inc.,24,1.4166666666666667
YALE MORTGAGE CORPORATION,24,1.4166666666666667
"Meade Recovery Services, LLC",24,1.5
Midway Resolution Services LLC,24,1.5416666666666667
CW Financial,24,1.7916666666666667
"Trademark Management Solutions, LLC.",24,1.8333333333333333
Data Check of America LLC,24,2.0
"Accredited Collection Service, Inc.",23,1.0
Alliance Collection Service,23,1.0
"Atlantic Collection Agency, Inc.",23,1.0
Bleier & Cox APC,23,1.0
"Credit Bureau of Bessemer, Inc",23,1.0
Credit One LLC,23,1.0
"De Lage Landen Finance, LLC",23,1.0
GRANDVIEW FINANCIAL SERVICES INC.,23,1.0
"K. HOVNANIAN AMERICAN MORTGAGE, LLC",23,1.0
Law offices of Steven Cohen LLC,23,1.0
"Metro Area Collection Service, Inc.",23,1.0
SILVERGATE CAPITAL CORPORATION,23,1.0
TAMMAC HOLDINGS CORP,23,1.0
ATLANTIC PACIFIC MORTGAGE CORP,23,1.0434782608695652
Ashwood Financial Inc,23,1.0434782608695652
"Credit Bureau Data, Inc.",23,1.0434782608695652
"Credit Systems of the Fox Valley, Inc.",23,1.0434782608695652
"Credit Union Mortgage Association, Inc.",23,1.0434782608695652
"Debt Collectors International, Inc.",23,1.0434782608695652
Lakeside Recovery Solutions,23,1.0434782608695652
OKCoin USA Inc.,23,1.0434782608695652
"City Enterprises, LLC",23,1.0869565217391304
"Law Offices of Timothy E. Baxter & Associates, P.C.",23,1.0869565217391304
"Metropolitan Home Mortgage, Inc.",23,1.0869565217391304
"PROFICIO FINANCIAL SERVICES, LLC",23,1.0869565217391304
"TriVerity, Inc.",23,1.0869565217391304
"Credit Collection Partners, Inc.",23,1.1304347826086956
"Leap Credit, LLC",23,1.1304347826086956
HALLMARK HOME MORTGAGE LLC,23,1.173913043478261
"Mid Continent Credit Services, Inc",23,1.173913043478261
"Certified Recovery Systems, Inc.",23,1.2173913043478262
"Collection Services, Inc.",23,1.2173913043478262
"E MORTGAGE MANAGEMENT, LLC",23,1.2173913043478262
"Wilson, Riley & Associates",23,1.2173913043478262
Springer Collections Inc.,23,1.2608695652173914
UNITED MORTGAGE CORP,23,1.2608695652173914
"Quick Bridge Funding, LLC",23,1.3478260869565217
"Phillips, Reinhard & Associates",23,1.565217391304348
"Afterpay US Services, LLC",23,1.608695652173913
2233 Paradise Road LLC,23,1.6521739130434783
"Blue Global Media, Inc.",23,2.0
"Sunset Solutions Group, LLC",23,2.0
"ACQ Holdings, LLC.",22,1.0
"Automotive Management Services, Inc.",22,1.0
Hirshberg Acceptance Corporation,22,1.0
"INTEGRAL RECOVERIES, INC.",22,1.0
Luckmore Finance,22,1.0
Miller Davis & Peoples,22,1.0
"Nationwide Title Clearing, Inc.",22,1.0
"Niagara Credit Solutions, Inc",22,1.0
Paycheck Solutions llc,22,1.0
Peerless Credit Services Inc,22,1.0
Red Cedar Associates LLC,22,1.0
"Sonnenschein Financial Services, Inc.",22,1.0
Stilt Inc,22,1.0
"Asset Maximization Group, Inc.",22,1.0454545454545454
Butte County Credit Bureau,22,1.0454545454545454
"DOLEX DOLLAR EXPRESS, INC.",22,1.0454545454545454
"Genesis Financial & Payment Systems Holdings, LLC",22,1.0454545454545454
"KBHS Home Loans, LLC",22,1.0454545454545454
"PayTomorrow, LLC",22,1.0454545454545454
Receivables Management Associates,22,1.0454545454545454
"Vanguard Financial Services, Inc.",22,1.0454545454545454
Vehicle Solutions Corp,22,1.0454545454545454
Abra,22,1.0909090909090908
"Bonded Business Services, Ltd.",22,1.0909090909090908
"Crown Holdings, LLC",22,1.0909090909090908
Gravamen Asset Management Group LLC,22,1.0909090909090908
ISIS SECURITY INFORMATION SYSTEMS INC.,22,1.0909090909090908
"JAN (LendUSA) Holdings, Inc.",22,1.0909090909090908
MEGASTAR FINANCIAL CORP,22,1.0909090909090908
"Pinnacle Financial Group, Inc.",22,1.0909090909090908
Professional Collectors Corp.,22,1.0909090909090908
"Summit AmeriFirst Holdings, Inc.",22,1.0909090909090908
iFreedom Direct Corporation,22,1.0909090909090908
"AMALGAMATED TOKEN SERVICES, INC.",22,1.1363636363636365
"Pan Am Collections, Inc.",22,1.1363636363636365
"iQuantified Management Services, LLC",22,1.1363636363636365
AmWest Funding Corp.,22,1.1818181818181819
Filings and Claims Inc.,22,1.1818181818181819
"HARBORONE MORTGAGE, LLC",22,1.1818181818181819
"MCCUE MORTGAGE COMPANY, THE",22,1.1818181818181819
"Mercury Technologies, Inc.",22,1.1818181818181819
Rhode Island Housing and Mortgage Finance Corporation,22,1.1818181818181819
"SOUTHWEST FUNDING, LP",22,1.1818181818181819
Lenox Financial Mortgage Corporation,22,1.2272727272727273
The Minacs Group (USA) Inc.,22,1.2272727272727273
"PatientFi, LLC",22,1.2727272727272727
"WMC MORTGAGE, LLC",22,1.2727272727272727
"Nationwide Debt Reduction Services, LLC",22,1.3181818181818181
Scherr & McClure,22,1.3181818181818181
Access Financial LLC,22,1.3636363636363635
C&F MORTGAGE CORPORATION,22,1.3636363636363635
Clay Chapman Iwamura Pulice & Nervell,22,1.3636363636363635
Affiliates Management Company,22,1.4090909090909092
Student Assist Plus LLC,22,1.4545454545454546
"Palmar, Inc.",22,1.5
"DIME COMMUNITY BANCSHARES, INC.",22,1.5454545454545454
"Net Pay Advance, Inc.",22,1.5454545454545454
"Peak Acceptance, LLC.",22,1.5454545454545454
"Professional Accounts Service, Inc. (Indiana)",22,1.5909090909090908
"Echelon Financial, Inc.",22,1.6363636363636365
Regional Processing Services,22,1.7727272727272727
Blackrock Mitigation Group LLC,22,1.8636363636363635
AURORA FINANCIAL GROUP INC,21,1.0
Allen & Withrow,21,1.0
"American Revenue Management, Inc.",21,1.0
"Armstrong and Associates, Inc",21,1.0
"Brookshaw Management, LLC",21,1.0
"CashRepublic Holdings, Inc.",21,1.0
"Concorde Auto Management, LLC  DBA  Concorde Auto Acceptance",21,1.0
"Credit Bureau of Council Bluffs, Inc DBA Credit Information Systems",21,1.0
F&M Capital LLC,21,1.0
"Financial Recoveries, Inc.",21,1.0
First Direct Mediation,21,1.0
"GFS, Inc.",21,1.0
Genpact Limited,21,1.0
"Goodman Frost, PLLC",21,1.0
"Hood & Stacy, P.A.",21,1.0
